lemma,pos,other_verified_pos,verified_by,oxford_levels_same_pos,oxford_entry,octanove_level,cefrj_level,disagreement,corpus,efllex_word,efllex_pos,efllex_match,efllex_a1,efllex_a2,efllex_b1,efllex_b2,efllex_c1,efllex_total,efllex_nb_doc,efllex_first_level,efllex_b2c1_share,zipf
frustration,noun,,oxford5000,c1,frustration,,B1,cefrj:B1,efllex,frustration,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.97
functional,adjective,,oxford5000,c1,functional,,B2,cefrj:B2,efllex,functional,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.24
fundraising,noun,,oxford5000,c1,fundraising,,,,wordfreq,,,,,,,,,,,,,3.81
funeral,noun,,oxford5000,c1,funeral,,B1,cefrj:B1,efllex,funeral,noun,lemma+pos,6.469,0.0,0.377,15.071,29.5805,11.0874,13,A1,0.867,4.37
fuse,verb,,octanove,,,C1,,,efllex,fuse,verb,lemma+pos,0.0,0.0,0.0,2.6916,0.0,0.2288,3,B2,1.0,3.62
gadget,noun,,octanove,,,C1,,,efllex,gadget,noun,lemma+pos,0.0,0.0,3.2749,14.7887,11.1824,10.5031,12,B1,0.888,3.45
gambling,noun,,oxford5000,c1,gambling,,B2,cefrj:B2,efllex,gambling,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9357,0.0698,1,C1,1.0,4.08
gathering,noun,,oxford5000,c1,gathering,,,,efllex,gathering,noun,lemma+pos,0.0,0.0,0.0,3.3735,12.4135,4.1551,6,B2,1.0,4.25
gaze,verb,noun,oxford5000,c1,gaze_1,,,,efllex,gaze,verb,lemma+pos,0.0,0.0,0.0,2.5478,24.6629,6.2128,16,B2,1.0,3.7
gear,noun,,oxford5000,c1,gear_1,,B2,cefrj:B2,efllex,gear,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.46
gem,noun,,octanove,,,C1,,,efllex,gem,noun,lemma+pos,0.0,0.0,0.0,1.6588,0.0,0.4535,1,B2,1.0,3.87
generic,adjective,,oxford5000,c1,generic_1,,,,efllex,generic,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.11
glance,verb,noun,oxford5000,c1,glance_1,,B1,cefrj:B1,efllex,glance,verb,lemma+pos,0.0,0.0,0.0,13.568,22.3015,8.6845,13,B2,1.0,3.91
glimpse,noun,,oxford5000,c1,glimpse_1,,B1,cefrj:B1,efllex,glimpse,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.81
glorious,adjective,,oxford5000,c1,glorious,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.08
glory,noun,,oxford5000,c1,glory_1,,B1,cefrj:B1,efllex,glory,noun,lemma+pos,0.0,0.0,0.0,0.0,7.1694,0.8158,2,C1,1.0,4.36
governance,noun,,oxford5000,c1,governance,,,,wordfreq,,,,,,,,,,,,,4.09
grasp,verb,noun,oxford5000,c1,grasp_1,,,,efllex,grasp,verb,lemma+pos,0.0,0.0,1.3622,0.0,0.9086,0.6923,2,B1,0.4,3.97
gravity,noun,,oxford5000,c1,gravity,,,,efllex,gravity,noun,lemma+pos,2.3682,0.0,0.0,0.7308,0.0,0.5713,2,A1,0.236,4.21
grid,noun,,oxford5000,c1,grid,,,,efllex,grid,noun,lemma+pos,0.0,2.6611,0.0,0.0,6.9854,2.6257,3,A2,0.724,4.18
grief,noun,,oxford5000,c1,grief,,B2,cefrj:B2,efllex,grief,noun,lemma+pos,0.0,0.0,1.3622,0.0,33.8119,6.2451,10,B1,0.961,4.08
grin,verb,noun,oxford5000,c1,grin_1,,,,efllex,grin,verb,lemma+pos,0.0,0.0,0.0,1.3498,0.9357,0.9042,3,B2,1.0,3.59
grind,verb,,oxford5000,c1,grind_1,,,,wordfreq,,,,,,,,,,,,,3.94
grip,verb,noun,oxford5000,c1,grip_2,,B2,cefrj:B2,efllex,grip,verb,lemma+pos,0.0,0.0,0.0,0.0,3.6342,0.2711,4,C1,1.0,4.11
gross,adjective,,oxford5000,c1,gross_1,,B2,cefrj:B2,efllex,gross,adjective,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,4.45
gruelling,adjective,,octanove,,,C1,,,efllex,gruelling,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,2.51
gruesome,adjective,,octanove,,,C1,,,efllex,gruesome,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.27
grumble,verb,,octanove,,,"C1,C2",,,efllex,grumble,verb,lemma+pos,0.0,0.0,1.3622,0.8294,0.0,0.7381,2,B1,0.378,2.8
guerrilla,noun,,oxford5000,c1,guerrilla_1,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.38
guidance,noun,,oxford5000,c1,guidance,,B1,cefrj:B1,efllex,guidance,noun,lemma+pos,0.0,0.0,0.0,0.4103,0.9605,0.6966,2,B2,1.0,4.33
guilt,noun,,oxford5000,c1,guilt_1,,B1,cefrj:B1,efllex,guilt,noun,lemma+pos,0.0,0.0,0.0,5.5447,26.9443,7.2077,10,B2,1.0,4.13
gut,noun,,oxford5000,c1,gut_1,,,,wordfreq,,,,,,,,,,,,,4.02
hack,verb,,octanove,,,C1,,,efllex,hack,verb,lemma+pos,0.0,0.0,1.6375,1.6588,0.0,0.6803,3,B1,0.503,4.05
hail,verb,,oxford5000,c1,hail_1,,B2,cefrj:B2,efllex,hail,noun,lemma,0.0,0.0,3.2749,0.0,0.0,0.4535,2,B1,0.0,3.92
halfway,adverb,,oxford5000,c1,halfway_2,,,,efllex,halfway,adverb,lemma+pos,3.4417,0.0,2.5892,29.0228,13.0461,12.4833,13,A1,0.875,4.06
halt,verb,noun,oxford5000,c1,halt_1,,,,efllex,halt,verb,lemma+pos,0.0,0.0,1.3622,0.0,0.6091,0.7057,2,B1,0.309,3.93
handful,noun,,oxford5000,c1,handful,,,,efllex,handful,noun,lemma+pos,0.0,0.0,0.0,7.5497,23.1284,7.1214,8,B2,1.0,4.11
handling,noun,,oxford5000,c1,handling,,,,efllex,handling,noun,lemma+pos,0.0,0.0,0.0,0.6749,0.0,0.0574,1,B2,1.0,4.39
handy,adjective,,oxford5000,c1,handy,,B1,cefrj:B1,efllex,handy,adjective,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,3.97
harassment,noun,,oxford5000,c1,harassment,C1,,,wordfreq,,,,,,,,,,,,,4.01
hardware,noun,,oxford5000,c1,hardware,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.3
harsh,adjective,,oxford5000,c1,harsh,,,,efllex,harsh,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,2,C1,1.0,4.14
harvest,verb,,oxford5000,c1,harvest_2,C1,,,efllex,harvest,verb,lemma+pos,0.0,0.0,0.0,0.4103,4.9109,1.5187,3,B2,1.0,4.03
hatred,noun,,oxford5000,c1,hatred,,B1,cefrj:B1,efllex,hatred,noun,lemma+pos,0.0,0.0,0.0,0.5926,45.8282,8.4188,11,B2,1.0,4.05
haunt,verb,,oxford5000,c1,haunt_1,,B2,cefrj:B2,efllex,haunt,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.54
hazard,noun,,oxford5000,c1,hazard_1,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.98
heighten,verb,,oxford5000,c1,heighten,C1,,,wordfreq,,,,,,,,,,,,,2.84
heritage,noun,,oxford5000,c1,heritage,,B2,cefrj:B2,efllex,heritage,noun,lemma+pos,0.0,0.0,0.0,0.0,3.3326,0.611,2,C1,1.0,4.36
hierarchy,noun,,oxford5000,c1,hierarchy,,,,efllex,hierarchy,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.78
high-profile,adjective,,oxford5000,c1,high-profile,,,,wordfreq,,,,,,,,,,,,,4.77
hint,noun,verb,oxford5000,c1,hint_1,,B2,cefrj:B2,efllex,hint,noun,lemma+pos,0.0,0.0,0.0,0.0,0.9605,0.0717,1,C1,1.0,4.07
homeland,noun,,oxford5000,c1,homeland,,,,wordfreq,,,,,,,,,,,,,3.95
hook,verb,,oxford5000,c1,hook_2,,B2,cefrj:B2,efllex,hook,verb,lemma+pos,0.0,0.0,0.0,2.499,0.0,0.5394,2,B2,1.0,4.37
hopeful,adjective,,oxford5000,c1,hopeful_1,,B1,cefrj:B1,efllex,hopeful,adjective,lemma+pos,0.0,0.2879,10.7474,0.1486,9.3664,6.6866,10,A2,0.463,3.79
horizon,noun,,oxford5000,c1,horizon_1,,B1,cefrj:B1,efllex,horizon,noun,lemma+pos,0.0,0.0,0.0,0.0,5.0999,0.6962,2,C1,1.0,4.07
horn,noun,,oxford5000,c1,horn_1,,B1,cefrj:B1,efllex,horn,noun,lemma+pos,0.0,12.0447,7.2196,0.0,0.0,4.6019,7,A2,0.0,4.14
hostage,noun,,oxford5000,c1,hostage,,,,wordfreq,,,,,,,,,,,,,3.9
hostile,adjective,,oxford5000,c1,hostile,C1,,,wordfreq,,,,,,,,,,,,,4.07
hostility,noun,,oxford5000,c1,hostility,C1,,,efllex,hostility,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.61
humanitarian,adjective,,oxford5000,c1,humanitarian_1,,,,efllex,humanitarian,adjective,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,3.91
humanity,noun,,oxford5000,c1,humanity,,B1,cefrj:B1,efllex,humanity,noun,lemma+pos,0.0,0.0,0.296,0.0,8.8874,1.6026,4,B1,0.968,4.32
humble,adjective,,oxford5000,c1,humble_1,C1,B2,cefrj:B2,efllex,humble,adjective,lemma+pos,0.0,0.5559,0.0,0.8294,7.9507,3.4243,5,A2,0.94,4.11
hydrogen,noun,,oxford5000,c1,hydrogen,,,,efllex,hydrogen,noun,lemma+pos,0.0,0.0,0.0,0.0,4.6544,0.7357,2,C1,1.0,3.98
hypocritical,adjective,,octanove,,,C1,,,efllex,hypocritical,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,3.31
identification,noun,,oxford5000,c1,identification,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.18
ideological,adjective,,oxford5000,c1,ideological,,,,efllex,ideological,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.77
ideology,noun,,oxford5000,c1,ideology,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.02
idiot,noun,,oxford5000,c1,idiot,,B2,cefrj:B2,efllex,idiot,noun,lemma+pos,0.0,0.2879,0.0,0.6749,0.0,0.424,2,A2,0.701,4.39
ignorance,noun,,oxford5000,c1,ignorance,,B2,cefrj:B2,efllex,ignorance,noun,lemma+pos,0.0,0.0,0.0,0.0,1.0665,0.0796,1,C1,1.0,4.04
imagery,noun,,oxford5000,c1,imagery,,B2,cefrj:B2,efllex,imagery,noun,lemma+pos,0.0,0.0,0.0,6.0053,0.0,1.3398,3,B2,1.0,3.83
immense,adjective,,oxford5000,c1,immense,C1,,,wordfreq,,,,,,,,,,,,,3.88
imminent,adjective,,oxford5000,c1,imminent,,,,efllex,imminent,adjective,lemma+pos,0.0,0.0,0.0,0.0,4.6544,0.7357,2,C1,1.0,3.67
implementation,noun,,oxford5000,c1,implementation,,,,wordfreq,,,,,,,,,,,,,4.31
imprison,verb,,oxford5000,c1,imprison,,B2,cefrj:B2,efllex,imprison,verb,lemma+pos,0.0,0.0,0.0,0.7308,0.0,0.0621,1,B2,1.0,2.87
imprisonment,noun,,oxford5000,c1,imprisonment,,B2,cefrj:B2,efllex,imprisonment,noun,lemma+pos,0.0,0.0,0.0,0.7308,0.0,0.0621,1,B2,1.0,3.89
inability,noun,,oxford5000,c1,inability,,,,efllex,inability,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.93
inadequate,adjective,,oxford5000,c1,inadequate,,B2,cefrj:B2,efllex,inadequate,adjective,lemma+pos,0.0,0.0,0.0,0.4103,0.0,0.0803,1,B2,1.0,3.82
inappropriate,adjective,,oxford5000,c1,inappropriate,,,,efllex,inappropriate,adjective,lemma+pos,0.0,0.0,1.3622,5.9073,0.0,2.236,4,B1,0.813,3.99
incidence,noun,,oxford5000,c1,incidence,,,,wordfreq,,,,,,,,,,,,,3.64
inclined,adjective,,oxford5000,c1,inclined,,,,efllex,inclined,adjective,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,3.87
inclusion,noun,,oxford5000,c1,inclusion,C1,,,wordfreq,,,,,,,,,,,,,4.02
inclusive,adjective,,octanove,,,C1,,,efllex,inclusive,adjective,lemma+pos,0.0,1.774,0.0,0.1311,0.0,1.0669,2,A2,0.069,3.97
incur,verb,,oxford5000,c1,incur,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.3
indicator,noun,,oxford5000,c1,indicator,,,,efllex,indicator,noun,lemma+pos,0.0,0.0,1.6375,0.0,0.0,0.2268,1,B1,0.0,3.92
indictment,noun,,oxford5000,c1,indictment,,,,wordfreq,,,,,,,,,,,,,3.7
indigenous,adjective,,oxford5000,c1,indigenous,,,,efllex,indigenous,adjective,lemma+pos,0.0,0.0,0.0,12.2103,0.8152,3.198,3,B2,1.0,4.16
individuality,noun,,octanove,,,C1,,,efllex,individuality,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.2
induce,verb,,oxford5000,c1,induce,C2,,,efllex,induce,verb,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.56
indulge,verb,,oxford5000,c1,indulge,C2,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.54
inequality,noun,,oxford5000,c1,inequality,,,,wordfreq,,,,,,,,,,,,,3.92
infamous,adjective,,oxford5000,c1,infamous,,,,wordfreq,,,,,,,,,,,,,3.75
infant,noun,,oxford5000,c1,infant_1,,B2,cefrj:B2,efllex,infant,noun,lemma+pos,0.0,0.0,0.0,0.0,15.0803,2.3846,5,C1,1.0,3.99
infect,verb,,oxford5000,c1,infect,,B2,cefrj:B2,efllex,infect,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.36
inflict,verb,,oxford5000,c1,inflict,,,,wordfreq,,,,,,,,,,,,,3.34
influential,adjective,,oxford5000,c1,influential,,B2,cefrj:B2,efllex,influential,adjective,lemma+pos,0.0,0.0,0.0,0.8294,6.9854,1.7665,4,B2,1.0,4.09
ingenious,adjective,,octanove,,,C1,,,efllex,ingenious,adjective,lemma+pos,1.4193,0.0,0.0,0.0,0.8152,0.3407,2,A1,0.365,3.35
inherent,adjective,,oxford5000,c1,inherent,C1,,,wordfreq,,,,,,,,,,,,,3.83
inherently,adverb,,octanove,,,C1,,,efllex,inherently,adverb,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.59
inhibit,verb,,oxford5000,c1,inhibit,,,,wordfreq,,,,,,,,,,,,,3.34
initiate,verb,,oxford5000,c1,initiate_1,,,,efllex,initiate,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.74
inject,verb,,oxford5000,c1,inject,,B1,cefrj:B1,efllex,inject,verb,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,3.44
injection,noun,,oxford5000,c1,injection,,B2,cefrj:B2,efllex,injection,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.8152,0.4535,2,B2,1.0,3.99
injustice,noun,,oxford5000,c1,injustice,C1,,,wordfreq,,,,,,,,,,,,,3.81
inmate,noun,,oxford5000,c1,inmate,,,,wordfreq,,,,,,,,,,,,,3.54
insecure,adjective,,octanove,,,C1,,,efllex,insecure,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.72
insertion,noun,,oxford5000,c1,insertion,,,,wordfreq,,,,,,,,,,,,,3.36
insider,noun,,oxford5000,c1,insider,,,,efllex,insider,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.77
inspect,verb,,oxford5000,c1,inspect,,B2,cefrj:B2,efllex,inspect,verb,lemma+pos,0.0,0.0,0.0,1.1852,15.5687,3.7442,7,B2,1.0,3.63
inspection,noun,,oxford5000,c1,inspection,,B1,cefrj:B1,efllex,inspection,noun,lemma+pos,0.0,0.0,0.0,0.5926,3.8421,1.4768,5,B2,1.0,4.14
instinct,noun,,oxford5000,c1,instinct,,B2,cefrj:B2,efllex,instinct,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,3.86
instinctive,adjective,,octanove,,,C1,,,efllex,instinctive,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,3.04
institutional,adjective,,oxford5000,c1,institutional,,,,efllex,institutional,adjective,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.0
instruct,verb,,oxford5000,c1,instruct,,B2,cefrj:B2,efllex,instruct,verb,lemma+pos,0.0,0.0,0.0,10.3397,2.8815,3.8384,6,B2,1.0,3.31
instrumental,adjective,,oxford5000,c1,instrumental_1,,,,efllex,instrumental,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,3.99
insufficient,adjective,,oxford5000,c1,insufficient,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.77
insult,noun,verb,oxford5000,c1,insult_1,,B2,cefrj:B2,efllex,insult,noun,lemma+pos,0.0,0.0,1.3622,0.0,16.824,3.5931,5,B1,0.925,3.99
intact,adjective,,oxford5000,c1,intact,,,,wordfreq,,,,,,,,,,,,,3.98
intake,noun,,oxford5000,c1,intake,,,,wordfreq,,,,,,,,,,,,,3.98
integral,adjective,,oxford5000,c1,integral,C1,,,efllex,integral,adjective,lemma+pos,0.0,0.0,0.0,0.0,1.2183,0.1606,2,C1,1.0,3.96
integrated,adjective,,oxford5000,c1,integrated,,,,wordfreq,,,,,,,,,,,,,4.29
integration,noun,,oxford5000,c1,integration,C2,,,efllex,integration,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.22
integrity,noun,,oxford5000,c1,integrity,,,,efllex,integrity,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.22
intellectual,noun,,oxford5000,c1,intellectual_2,,B2,cefrj:B2,efllex,intellectual,adjective,lemma,4.2578,0.0,0.0,0.8294,26.9697,3.8294,9,A1,0.867,4.3
intensify,verb,,oxford5000,c1,intensify,,,,wordfreq,,,,,,,,,,,,,3.16
intensity,noun,,oxford5000,c1,intensity,,,,efllex,intensity,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.14
intensive,adjective,,oxford5000,c1,intensive,,B1,cefrj:B1,efllex,intensive,adjective,lemma+pos,0.0,2.6611,2.5892,0.0,0.1804,2.7685,4,A2,0.033,4.06
intent,noun,,oxford5000,c1,intent_1,,,,efllex,intent,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1804,0.045,1,C1,1.0,4.28
interactive,adjective,,oxford5000,c1,interactive,,B2,cefrj:B2,efllex,interactive,adjective,lemma+pos,0.0,0.0,1.3622,0.4103,0.0,0.7057,2,B1,0.231,4.06
interface,noun,,oxford5000,c1,interface_1,,,,wordfreq,,,,,,,,,,,,,4.12
interfere,verb,,oxford5000,c1,interfere,,B2,cefrj:B2,efllex,interfere,verb,lemma+pos,0.0,0.0,0.0,0.6749,0.8152,0.6624,2,B2,1.0,3.88
interference,noun,,oxford5000,c1,interference,,,,wordfreq,,,,,,,,,,,,,3.99
interim,adjective,,oxford5000,c1,interim_1,,,,wordfreq,,,,,,,,,,,,,4.0
interior,adjective,noun,oxford5000,c1,interior_2,,,,efllex,interior,adjective,lemma+pos,0.0,0.0,2.7244,0.0,3.2663,1.9745,4,B1,0.545,4.55
intermediate,adjective,,oxford5000,c1,intermediate_1,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,4.04
intervene,verb,,oxford5000,c1,intervene,,,,wordfreq,,,,,,,,,,,,,3.65
intervention,noun,,oxford5000,c1,intervention,,,,wordfreq,,,,,,,,,,,,,4.26
intimate,adjective,,oxford5000,c1,intimate_1,,B2,cefrj:B2,efllex,intimate,adjective,lemma+pos,0.0,0.0,0.0,0.0,6.9854,1.2795,3,C1,1.0,4.06
intriguing,adjective,,oxford5000,c1,intriguing,,,,wordfreq,,,,,,,,,,,,,3.69
intuitive,adjective,,octanove,,,C1,,,efllex,intuitive,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.57
investigator,noun,,oxford5000,c1,investigator,,B2,cefrj:B2,efllex,investigator,noun,lemma+pos,0.0,0.0,1.3622,1.6588,18.7851,5.0168,7,B1,0.938,3.83
invisible,adjective,,oxford5000,c1,invisible,,B2,cefrj:B2,efllex,invisible,adjective,lemma+pos,0.0,0.0,0.0,13.0819,7.131,5.2445,7,B2,1.0,4.09
invoke,verb,,oxford5000,c1,invoke,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.33
involvement,noun,,oxford5000,c1,involvement,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.3
ironic,adjective,,oxford5000,c1,ironic,C2,,,wordfreq,,,,,,,,,,,,,3.8
ironically,adverb,,oxford5000,c1,ironically,,B2,cefrj:B2,efllex,ironically,adverb,lemma+pos,0.0,0.0,0.0,3.6117,0.6091,1.0202,3,B2,1.0,3.74
irony,noun,,oxford5000,c1,irony,C1,,,efllex,irony,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.86
irrelevant,adjective,,oxford5000,c1,irrelevant,,,,wordfreq,,,,,,,,,,,,,3.98
isolation,noun,,oxford5000,c1,isolation,,B1,cefrj:B1,efllex,isolation,noun,lemma+pos,0.0,0.0,0.0,0.1311,0.1559,0.0629,2,B2,1.0,4.02
judicial,adjective,,oxford5000,c1,judicial,,,,wordfreq,,,,,,,,,,,,,4.14
junction,noun,,oxford5000,c1,junction,,,,wordfreq,,,,,,,,,,,,,3.94
jurisdiction,noun,,oxford5000,c1,jurisdiction,C1,,,wordfreq,,,,,,,,,,,,,4.1
justification,noun,,oxford5000,c1,justification,,,,efllex,justification,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,3.83
kidnap,verb,,oxford5000,c1,kidnap,,,,efllex,kidnap,verb,lemma+pos,0.0,0.0,0.0,0.5926,0.9086,0.6617,2,B2,1.0,3.48
kidney,noun,,oxford5000,c1,kidney,,,,wordfreq,,,,,,,,,,,,,4.03
lad,noun,,oxford5000,c1,lad,,,,efllex,lad,noun,lemma+pos,0.0,0.2913,0.1675,0.6308,0.8152,1.9258,5,A2,0.759,3.9
landlord,noun,,oxford5000,c1,landlord,,B1,cefrj:B1,wordfreq,,,,,,,,,,,,,3.89
landmark,noun,,oxford5000,c1,landmark,,,,efllex,landmark,noun,lemma+pos,0.0,0.0,0.0,7.8928,4.6544,3.3988,5,B2,1.0,3.89
lap,noun,,oxford5000,c1,lap_1,C1,B2,cefrj:B2,efllex,lap,noun,lemma+pos,0.0,0.0,1.6375,0.8205,9.9672,4.0382,6,B1,0.868,4.18
large-scale,adjective,,oxford5000,c1,large-scale,,,,efllex,large-scale,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.72
latter,adjective,noun,oxford5000,c1,latter_1,,B2,cefrj:B2,efllex,latter,adjective,lemma+pos,0.0,0.0,0.0,0.1311,0.0,0.0314,1,B2,1.0,4.56
lawn,noun,,oxford5000,c1,lawn,,B2,cefrj:B2,efllex,lawn,noun,lemma+pos,0.0,0.0,1.6375,4.0222,0.0,1.8029,4,B1,0.711,3.98
lawsuit,noun,,oxford5000,c1,lawsuit,,B2,cefrj:B2,efllex,lawsuit,noun,lemma+pos,0.0,0.0,0.0,0.0,0.1559,0.0314,1,C1,1.0,4.09
layout,noun,,oxford5000,c1,layout,,,,efllex,layout,noun,lemma+pos,0.0,0.0,0.0,0.0,0.6091,0.0803,1,C1,1.0,4.08
leak,verb,noun,oxford5000,c1,leak_1,,B2,cefrj:B2,efllex,leak,verb,lemma+pos,2.3833,0.0,0.0,0.8294,0.6091,0.5016,5,A1,0.376,4.09
leap,verb,noun,oxford5000,c1,leap_1,,B1,cefrj:B1,efllex,leap,verb,lemma+pos,0.0,0.0,1.3622,1.3498,10.3819,4.3591,7,B1,0.896,3.94
legacy,noun,,oxford5000,c1,legacy_1,C1,,,efllex,legacy,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,4.37
legendary,adjective,,oxford5000,c1,legendary,,B2,cefrj:B2,efllex,legendary,adjective,lemma+pos,0.0,0.0,2.5892,0.0,0.1804,0.6412,2,B1,0.065,4.23
legislation,noun,,oxford5000,c1,legislation,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.55
legislative,adjective,,oxford5000,c1,legislative,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.32
legislature,noun,,oxford5000,c1,legislature,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,4.16
legitimate,adjective,,oxford5000,c1,legitimate,,B2,cefrj:B2,efllex,legitimate,adjective,lemma+pos,0.0,0.0,0.296,0.8294,0.6091,1.3109,3,B1,0.829,4.22
lengthy,adjective,,oxford5000,c1,lengthy,,B2,cefrj:B2,efllex,lengthy,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.85
lesser,adjective,,oxford5000,c1,lesser_1,,,,wordfreq,,,,,,,,,,,,,4.13
lethal,adjective,,oxford5000,c1,lethal,,,,efllex,lethal,adjective,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.86
lethargy,noun,,octanove,,,C1,,,efllex,lethargy,noun,lemma+pos,0.0,0.0,0.0,0.0,0.8152,0.2268,1,C1,1.0,2.69
liable,adjective,,oxford5000,c1,liable,,,,efllex,liable,adjective,lemma+pos,0.0,0.0,0.0,0.1311,0.8152,0.5394,2,B2,1.0,3.89
liberal,adjective,noun,oxford5000,c1,liberal_1,,B2,cefrj:B2,efllex,liberal,adjective,lemma+pos,0.0,0.0,0.0,0.0,0.9605,0.0717,1,C1,1.0,4.66
liberation,noun,,oxford5000,c1,liberation,,B1,cefrj:B1,efllex,liberation,noun,lemma+pos,0.0,0.0,0.0,0.0,1.921,0.1433,2,C1,1.0,3.91
lifelong,adjective,,oxford5000,c1,lifelong,,B1,cefrj:B1,efllex,lifelong,adjective,lemma+pos,0.0,0.0,11.4623,0.0,0.0,1.5874,6,B1,0.0,3.75
likelihood,noun,,oxford5000,c1,likelihood,C1,,,efllex,likelihood,noun,lemma+pos,0.0,0.0,0.0,0.8294,0.0,0.2268,1,B2,1.0,3.91
limb,noun,,oxford5000,c1,limb,,B2,cefrj:B2,efllex,limb,noun,lemma+pos,0.0,0.0,0.0,0.8205,0.0,0.1606,1,B2,1.0,3.7
line-up,noun,,oxford5000,c1,line-up_2,,,,wordfreq,,,,,,,,,,,,,5.44
linear,adjective,,oxford5000,c1,linear,C1,,,wordfreq,,,,,,,,,,,,,4.12
linger,verb,,oxford5000,c1,linger,,B2,cefrj:B2,wordfreq,,,,,,,,,,,,,3.31
listing,noun,,oxford5000,c1,listing,,,,efllex,listing,noun,lemma+pos,0.0,0.0,1.3622,0.0,0.0,0.0812,1,B1,0.0,4.32
